Store_Name,Address,Location,Timings,Rating_(reviewers),Phone
Muvattupuzha,"Kedharam Residency Building, MC Road, Vellorkunnam Market, Opposite South Indian Bank, Muvattupuzha, Cochin, Kerala, 686673",Kerala,10:00 AM to 08:30 PM, 4.9  (2103) ,8447732748
Chavakkad,"KK Mall, North Bypass Road, Chavakkad, Thrissur, Kerala, 680506",Kerala,10:30 AM to 09:00 PM, 4.8  (256) ,8742926805
Palarivattom,"Road No 38/4010 B, KNS Towers, Metro Pillar No 483, Old Nh 47, Palarivattom, Cochin, Kerala, 682025",Kerala,10:30 AM to 09:00 PM, 4.7  (812) ,9643058191
HiLite Mall,"G1003, First Floor, Hilite Mall, Nh 66 Kozhikode Bypass, Poovangal, Kozhikode, Kerala, 673014",Kerala,10:30 AM to 09:30 PM, 4.9  (1199) ,9667093094
Angamaly 2-NH544,"G I Square, V/1300, Nh47, Kothakulangara, Angamaly, Near Elite Supermarkets, Cochin, Kerala, 683572",Kerala,10:30 AM to 09:00 PM, 4.9  (751) ,8376801776
AVK Nair Road,"Sharara Plaza, Avk Nair Road, Pilakool, Thalassery, Kerala, 670103",Kerala,10:30 AM to 09:00 PM, 4.9  (2921) ,7065095847
Kunnamkulam,"Shop No 1, Municipal Shopping Complex, Kunnamkulam, Opposite HP Petrol Pump, Thrissur, Kerala, 680503",Kerala,10:30 AM to 09:00 PM, 4.8  (798) ,7428890245
Bittan Market,"Shop No E5/1, Bittan Market, Arera Colony, Habib Gunj Chowk, In Front Of Habib Gunj Police Station, Bhopal, Madhya Pradesh, 462016",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (1214) ,9582501416
C21 Mall,"Sf03, Second Floor, C 21 Mall, Plot No 94-104 & 300-303, Scheme No 54, Pu 4 Commercial, Ab Road, Indore, Madhya Pradesh, 452010",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (550) ,7065045121
Rajendra Nagar,"Ground Floor, Plot No 16 C, Part 4, Slice 6, Scheme No 97, Ab Road, Rajendra Nagar, Opposite Ishwari Westend, Indore, Madhya Pradesh, 452012",Madhya Pradesh,11:00 AM to 09:30 PM, 4.9  (507) ,7065034160
Awadhpuri,"Ground Floor, Plot No 170, Samanvay Colony Village, Khajuri Kalan, Awadhpuri, Bhopal, Madhya Pradesh, 462022",Madhya Pradesh,11:00 AM to 10:00 PM, 5.0  (1) ,7554169937
Napier Town,"Shop No 7 & 8, Wardhman Tower, Russel Chowk, Napier Town, Opposite Union Bank, Jabalpur, Madhya Pradesh, 482002",Madhya Pradesh,11:00 AM to 10:00 PM, 4.8  (552) ,8929328754
Kolar Road,"Plot No 14, 15 & 49, Ground Floor, Dhanlaxmi Tower, Mandakini Society Kolar Road, Mandakini, Near Krishna Dairy, Bhopal, Madhya Pradesh, 462042",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (795) ,8929344384
Mahalaxmi Nagar New,"Ground Floor, Plot No 649/A, Near Jockey Exclusive Store, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh, 452010",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (313) ,8929241973
Sadar Main Road,"Groud Floor, Shop No. J 6 A/B, Plot No 43 A, Ashok Marg, Sadar Main Road, Jabalpur, Madhya Pradesh, 482001",Madhya Pradesh,11:00 AM to 09:30 PM, 4.9  (964) ,9582486829
Makroniya Sagar,"Shop No 72, Prakash Height, Jabalpur Main Road, Mahavir Ward 6, Makroniya, Opposite Hdfc Bank, Sagar, Madhya Pradesh, 470004",Madhya Pradesh,11:00 AM to 09:30 PM, 4.8  (329) ,8929263205
Dewas,"Ground Floor, Plot No A 61, Kalani Bagh, Main Ab Road, Dewas, Kalani Bagh, Near Sanskar Hospital, Indore, Madhya Pradesh, 455001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (966) ,8929288298
DB Mall,"Khasra No 520, 521, 524, DB Mall, Unit No F2&3, 528 & 529, Racecourse Road, Opposite Railway Station, Gwalior, Madhya Pradesh, 474001",Madhya Pradesh,11:00 AM to 10:00 PM, 5.0  (1294) ,8929839065
Race Course Road,"Shop No Ug2, Upper Ground Floor, Darshan Mall, 15/2, Race Course Road, Opposite Pf Office, Indore, Madhya Pradesh, 452001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (2173) ,7428891197
"MG Road, Kothari Market","Shop No 1, Ground Floor, Rampurawala Building, Plot No 7, MG Road, Kothari Market, Indore, Madhya Pradesh, 452007",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (418) ,8929209354
Chanakyapuri Main Road Sehore,"Ground Floor, Khasra No 221, Bhopal Naka, Opposite Polytechnic College, Chanakyapuri Main Road, Sehore, Madhya Pradesh, 466001",Madhya Pradesh,11:00 AM to 09:30 PM, 5.0  (305) ,9582598588
Jabalpur,"Gorakhpur Main Road, Gorakhpur Road, Near 7 Eleven, Jabalpur, Madhya Pradesh, 482001",Madhya Pradesh,11:00 AM to 09:30 PM, 4.8  (491) ,8929107443
Lalbaugh,"Ward No 40, Lalbaugh Road, Sindhi Basti, Near Madhya Pradesh Gramin Bank, Burhanpur, Madhya Pradesh, 450331",Madhya Pradesh,11:00 AM to 09:30 PM, 5.0  (1) ,8929162488
Ranjhi,"GF, Plot No 233, Raksha Karmachari Colony, Near IDBI ATM, Main Road Ranjhi, Jabalpur, Madhya Pradesh, 482009",Madhya Pradesh,11:00 AM to 09:30 PM, 4.9  (418) ,8447387345
Freeganj,"Ground Floor, Unit No 1, VDS Prime Plaza, Plot No 9, Varamihir Marg, Freeganj, Ujjain, Madhya Pradesh, 456001",Madhya Pradesh,11:00 AM to 09:30 PM, 4.8  (316) ,9582463905
Scheme 140,"Shop No 8, The Row Eight, Scheme No 140, Bicholi Mardana, Pipliyahana, Scheme 140, Opposite Grand Exotica, Indore, Madhya Pradesh, 452016",Madhya Pradesh,11:00 AM to 09:30 PM, 4.9  (686) ,8929167904
MP Nagar,"Plot No 75, Zone 2, Raymond Showroom Lane, Mp Nagar, In Front Of Domino'S Pizza, Bhopal, Madhya Pradesh, 462011",Madhya Pradesh,11:00 AM to 10:00 PM, 4.8  (715) ,7428890206
Phoolbagh,"Ground Floor, City Square Building, Shop No G 3, G 4,G 13 & G 14, Near GDA Office, Sai Baba Mandir Road, Phool Bagh, Gwalior, Madhya Pradesh, 474002",Madhya Pradesh,11:00 AM to 10:00 PM, 5.0  (499) ,9899409859
"Ashok Nagar, Indore","Shop No 11, Tower Square, Bhanwarkua Main Road, Ashok Nagar, Opposite Rr Fuels Bharat Petrol Pump, Indore, Madhya Pradesh, 452001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (1309) ,7428890209
Nanakheda,"Ground Floor, Plot No 1/2, MIG, Nanakheda Vistar Yojana, Ujjain, Madhya Pradesh, 456010",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (455) ,9899411604
Treasure Island Next Mall,"Shop No F1, First Floor, , Treasure Island Next Mall, Near Biba, Indore, Madhya Pradesh, 452001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (510) ,7428891258
Sapna Sangeeta,"Shop No G 1, Akashdeep Complex, Plot No 21, Sneh Nagar, Sapna Sangeeta Road, Near Art Gallery, Indore, Madhya Pradesh, 452007",Madhya Pradesh,11:00 AM to 10:00 PM, 4.8  (701) ,8929346284
Gwalior,"R/0/770/44, Patankar Bazaar Lashkar, Patankar Bazaar, Near Shanti Nursing Home, Gwalior, Madhya Pradesh, 474001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (747) ,8929330615
"Flagship Store DB Mall, Maharana Pratap Nagar","Shop No S1 C, Second Floor, DB Mall, Arera Hills, Maharana Pratap Nagar, Besides Crossword And Hamleys, Bhopal, Madhya Pradesh, 462011",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (2384) ,7428891307
Gwarighat Road,"Ground Floor, Plot No 7, Sheet No 2, Khasra No 55/4, Patwari Halka No 24/ 2, Mouza Potipathar No 164, Gwarighat Road, Jabalpur, Madhya Pradesh, 482008",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (398) ,8744085934
Hoshangabad Road`,"Bawadia Kala, Tehsil Huzur, Maple High Street, Hoshangabad Road, Bhopal, Madhya Pradesh, 462026",Madhya Pradesh,11:00 AM to 10:00 PM, 5.0  (264) ,9582506172
Lig Colony Indore,"G-5 Hig, Ground Floor 03 & Upper Floor, Lig Colony, Khajrani Tehsil, Indore, Madhya Pradesh, 452011",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (427) ,8742975973
Rewa Road,"Infront Of Hotel Savera, Rewa Road, Next To Shagun Sarees, Satna, Madhya Pradesh, 485001",Madhya Pradesh,11:00 AM to 09:00 PM, 4.8  (368) ,7428890278
Ratlam,"47/01, Station Road, Mahatma Gandhi Marg, Ratlam, Madhya Pradesh, 457001",Madhya Pradesh,11:00 AM to 09:30 PM, 4.7  (261) ,7303210211
"Stadium Complex, Main Road","Shop No. 3 & 4, Stadium Complex, Main Road, Besides Olympic Gate, Chhindwara, Madhya Pradesh, 480001",Madhya Pradesh,11:00 AM to 09:30 PM, 4.8  (398) ,7428890287
Kohefiza,"Shop No 3 & 4, Sai Mehandi Apartment, Kohefiza Main Road, Adjacent To Reliance Smart, Bhopal, Madhya Pradesh, 462001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (736) ,8929440490
kanadia,"Plot No 427 , Vaikuntha Vihar Colony, Alok Nagar, Kanadia Road, Indore, Madhya Pradesh, 452016",Madhya Pradesh,11:00 AM to 10:00 PM, 4.8  (613) ,8447725775
Gulmohar,"Plot No A02, Anandam Building, Mahakali Society, Bawaria Kalan, Gulmohar Colony, Opposite Aura Mall, Bhopal, Madhya Pradesh, 462039",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (887) ,8588808739
Scheme No 54,"Shop No G 2, Satsang Sagar Apartment, Plot No Bf39, Scheme No 54, Vijaynagar, Opposite Sica School, Indore, Madhya Pradesh, 452010",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (643) ,8929328755
New Palasia,"Shop No 9, Navneet Plaza, 5/2 Old Palasia, Greater Kailash Road, Indore, Madhya Pradesh, 452001",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (1462) ,7065355222
Airport Road,"Parihar Complex, Plot No 10, Sukhdev Nagar, Airport Road, Kalani Nagar Square, Indore, Madhya Pradesh, 452005",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (791) ,8929437377
Chunabhatti,"Ground Floor, Plot No A5, Janki Nagar, Adjacent to Fab India, Chunabhatti Main Road, Bhopal, Madhya Pradesh, 462016",Madhya Pradesh,11:00 AM to 10:00 PM, 5.0  (135) ,9582647462
University Road,"Ground Floor, Plot No 1, University Road, Adjacent to Navyug Hospital, Govindpuri, Gwalior, Madhya Pradesh, 474011",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (481) ,8929469731
Mangal City Mall,"Shop No Lg 15, Mangal City Mall, Ab Road, Below Mcdonalds, Indore, Madhya Pradesh, 452010",Madhya Pradesh,11:00 AM to 10:00 PM, 4.8  (1178) ,7428891067
Indrapuri,"Shop No 20, C Sector, Nagar Nigam Complex, Indrapuri Main Road, Indrapuri, Near Aapurti Super Bazaar, Bhopal, Madhya Pradesh, 462021",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (1057) ,7303318319
Manikbagh Road,"Plot No P9, GF, Shop No 2 & 3, Emrald Business Park, Manik Bagh Road, Palsikar Colony, Indore, Madhya Pradesh, 452007",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (233) ,8929593681
Scheme No 114,"Plot No 1112, Ground Floor, Utsav Choraha, Near Power Station, Part I, Scheme No 114, Indore, Madhya Pradesh, 452010",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (244) ,9899410665
Phoenix Citadel Mall,"Shop No G 64, Plot No 244/1,244/2,242/4,245,248/1/1 243/2, Phoenix Citadel Mall, Mr 10 Road Junction, Nh 3 Bypass Road, Gram Khajrana Highway, Indore, Madhya Pradesh, 452016",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (347) ,8376801641
Minal Residency,"Ground Floor, Shop No 63, 64 & 65, Minal Residency, Opposite Raj HQ, Ayodhya Nagar Bypass, Bhopal, Madhya Pradesh, 462023",Madhya Pradesh,11:00 AM to 10:00 PM,,7440455604
Sanchi Road,"House No 118, Ground Floor, Adjacent to Royal Enfield, Sanchi Road, Shastri Nagar, Vidisha, Madhya Pradesh, 464001",Madhya Pradesh,11:00 AM to 09:30 PM,,7592443341
"Annapurna Nagar, Indore","Ground Floor, Plot No 11, Bank Colony, Annapurna Main Road, Annapurna Nagar, Opposite Dussehra Maidan, Indore, Madhya Pradesh, 452009",Madhya Pradesh,11:00 AM to 10:00 PM, 4.9  (704) ,8447848929
Vijay Nagar,"Ground Floor, Plot No 151/A, Ukhari Square, Vivekanand Ward, Mr 4 Road, Vijay Nagar, Jabalpur, Madhya Pradesh, 482002",Madhya Pradesh,11:00 AM to 10:00 PM, 4.8  (692) ,7065045239
93 Avenue Mall Pune,"Shop No 2, Ground Floor, 93 Avenue Mall, Fatima Nagar, Kalubai Chowk, Pune, Maharashtra, 411022",Maharashtra,11:00 AM to 09:30 PM, 4.7  (553) ,9582331365
Karve Nagar,"Sr No 6/1, Hirgare, Part Shop of Banking Hall, Shalini Residency, Vitthal Mandir Road, Dnydeep Colony, Hingne Budrukh, Karve Nagar, Pune, Maharashtra, 411052",Maharashtra,11:00 AM to 09:00 PM, 4.6  (53) ,9511266023
Simpoli Borivali West,"Shop No 2, Deep Jyot, CHSL, Shimpoli Road, Rayani Gram, Borivali West, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 09:30 PM, 5.0  (76) ,9873942210
Nalasopara West,"Shop No 14, Aster Apartment, Nalasopara West, Near Shri Prashtha, Mumbai, Maharashtra, 401203",Maharashtra,11:00 AM to 09:00 PM, 4.9  (1036) ,8447731721
Satara,"Shop No 2, Rajpath, Rajeshpura Road, Sadshiv Peth, Rajpath, Satara, Maharashtra, 415002",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1509) ,8929271730
Gauri Pada,"Shop No 3 & 4, Hari Om Apt, Dhamankar Naka, Gauri Pada, Opposite Bsnl Office, Bhiwandi, Maharashtra, 421302",Maharashtra,11:00 AM to 09:30 PM, 4.5  (958) ,7065045210
Rajarampuri,"Shop No 1, Ground Floor, 1754 E, Ward Sripati Apartment, Rajarampuri 4Th Lane, Kolhapur, Maharashtra, 416003",Maharashtra,11:00 AM to 09:30 PM, 4.8  (2462) ,7428890012
Kamothe,"Shop No 10, Uma Shiv Corner, Plot No 22 & 22A, Sector 19, Kamothe, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 10:00 PM, 4.9  (1352) ,8929435317
Khopoli,"Shop No 7 & 8 Ashiyana Infinity, Mulgoan, Shri Ram Nagar, Mumbai Pune Highway, Khopoli, Maharashtra, 410203",Maharashtra,11:00 AM to 09:00 PM, 4.9  (594) ,8929328378
Shahad,"Ground Floor, Shop No 17 A, Regency Antilia, Next to Jockey Store, Murbad Road, Mharal Society, Shahad, Ulhasnagar, Thane, Maharashtra, 421103",Maharashtra,11:00 AM to 09:00 PM, 4.9  (391) ,8742910328
Bhoomi Mall Belapur,"Shop No 27, Bhoomi Mall, Sector 15, Palm Beach Road Cbd Belapur, Belapur, Navi Mumbai, Maharashtra, 400614",Maharashtra,11:00 AM to 09:30 PM, 4.6  (477) ,8588921425
Poonam Cluster,"Shop No 37, 38 & 39, Ground Floor, Poonam Estate Cluster 2, Building No 3, Mira Road, Near Shanti Chowk, Thane, Maharashtra, 401107",Maharashtra,11:00 AM to 09:30 PM, 4.6  (655) ,8373901430
Thakur Village Kandivali East,"Shop No 09, Viceroy Savana, 120 Feet Road, Thakur Village Kandivali East, Mumbai, Maharashtra, 400101",Maharashtra,11:00 AM to 09:30 PM, 5.0  (3) ,2262671260
Elpro City Square Mall,"G 17, Ground Floor, Elpro City Square Mall, Chinchwad Gaon, Pune, Maharashtra, 411033",Maharashtra,11:00 AM to 09:30 PM, 4.7  (1330) ,8448420421
Badlapur,"Shop No 15 & 16, Dream Makers By Kasturi Life Space, Station Road, Katrap, Badlapur East, Thane, Maharashtra, 421503",Maharashtra,11:00 AM to 09:30 PM, 4.8  (810) ,9667042043
Kandivali West,"Shop No 35, Profit Center, Boraspada Road, Kandivali West, Opposite Panchsheel Heights, Mumbai, Maharashtra, 400067",Maharashtra,11:00 AM to 10:00 PM, 4.6  (1081) ,7428891118
Kharghar,"Shop No 7, Ground Floor, The Crown Plaza, Gharkul, Sector-15, Kharghar, Near D Mart, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:30 PM, 4.8  (425) ,9319364916
Baramati,"Gat No-279/1/ B, Plot No, 4/5, Building Ajinkya Bazar, Bhigwan Road, Near Axis Bank, Baramati, Maharashtra, 413102",Maharashtra,11:00 AM to 09:30 PM, 4.9  (600) ,7065045379
Balewadi Banner,"Shop No 1, Park Grandeur, Highstreet, Opposite Balewadi High Street, Near Balewadi, Laxman Nagar, Baner, Pune, Maharashtra, 411045",Maharashtra,11:00 AM to 09:30 PM,,8956426020
Hutatma Chowk,"Shop No 46, Ground Floor, Islam Building, Hutatma Chowk, Fort, Near Flora Fountain, Mumbai, Maharashtra, 400001",Maharashtra,11:00 AM to 09:00 PM, 4.8  (682) ,7428891119
Santacruz West,"Shop No 1, Dheeraj Heritage, Best Colony, Juhu, Santacruz West, Opposite Kenia Hospital, Mumbai, Maharashtra, 400054",Maharashtra,11:00 AM to 09:30 PM, 4.8  (755) ,9319363645
Ram Maruti Road,"Shop No 11, B Wing Sopan Apartment, Ram Maruti Road, Opposite ICICI Bank, Veer Savarkar Path Old Mumbai Road, Village Panchpakhadi, Thane, Maharashtra, 400602",Maharashtra,11:00 AM to 09:30 PM,,9987599766
Mahim,"Shop No 3, 4 & 5, Liliyan House, 145 B, L J Road, Mahim, Mumbai, Maharashtra, 400016",Maharashtra,11:00 AM to 09:30 PM, 4.5  (2345) ,7428891120
Breach Candy,"Shop No 5, Nanik Niwas Building, Bhulabhai Desai Road, Breach Candy, Opposite Tata Garden, Mumbai, Maharashtra, 400026",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1119) ,7428891121
Tarabai Park,"Shop No 1, Shweta Apartment, Damini Hotel Road, Tarabai Park, Near Sasane Ground, Kolhapur, Maharashtra, 416003",Maharashtra,11:00 AM to 09:30 PM, 4.9  (687) ,8929277342
Runwal,"Shop No 9, Runwal Anthurium, Lbs Road, Runwal, Mulund, Maharashtra, 400080",Maharashtra,11:00 AM to 09:30 PM, 4.8  (447) ,7065095850
Medical College Chowk,"Shop No 2 & 3, Vinayak Tower, Untkhana Road, Medical Square, Medical College Chowk, Nagpur, Maharashtra, 440009",Maharashtra,11:00 AM to 09:00 PM, 4.9  (2270) ,9870561562
"Khanda Colony, Panvel","Shop Number 14/15, Tulsi Harmony, Sector 1, Khanda Colony, Greater Khanda, Panvel, Opposite Sai Prasad Hotel, Navi Mumbai, Maharashtra, 410206",Maharashtra,11:00 AM to 09:30 PM, 4.8  (818) ,8447732042
Nadanvan West,"Ground Floor, Shop No 2 & 3, Anand Palace 5, Plot No 230, Nandanvan Main Road, Nagpur, Maharashtra, 440009",Maharashtra,11:00 AM to 09:00 PM, 4.9  (846) ,9582430865
Ulhasnagar,"Shop No 4, Yash Apartment, C-Block Road, Goal Maidan, Near Natural Ice Cream, Ulhasnagar, Maharashtra, 421001",Maharashtra,11:00 AM to 10:00 PM, 4.6  (490) ,9319371823
Osmanabaad,"Bhanu Complex, Opposite Abhinav English Medium School, Solapur Aurangabad Road, Bhanu Nagar Dharashiv, Osmanabad, Maharashtra, 413501",Maharashtra,11:00 AM to 09:00 PM, 4.9  (189) ,7065309526
Lal Chowky,"Shop No 9 & 24 Ground Floor, Sunsoman Square, Agra Road, Lal Chowky, Opposite Indus Bank, Kalyan West, Maharashtra, 421301",Maharashtra,11:00 AM to 09:00 PM, 4.9  (791) ,7065035390
Viviana Mall Thane,"Unit No Sf 17A, 2Nd Floor, Viviana Mall, , Thane West, Next To Cinepolis, Thane, Maharashtra, 400601",Maharashtra,11:00 AM to 09:30 PM, 4.5  (757) ,7428891131
Amboli,"Shop No 2, Ground Floor, Mayfair Meridian, Amboli, Andheri West, Caeser Road, Mumbai, Maharashtra, 400058",Maharashtra,11:00 AM to 10:00 PM, 4.8  (1942) ,7428891132
Juhu Tara Road,"Shop No 12, Vasant Bahar Chs Ltd, Juhu Tara Road, Juhu, Near Hotel Sea Princess, Mumbai, Maharashtra, 400049",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1064) ,9319362715
Ambernath,"Shop Number 13 & 14, Plot No 63 & 64, Cts, Panvelkar Pride, Shivaji Road, Kansai Section, Ambernath, Opposite Idbi Bank, Ambernath, Maharashtra, 421501",Maharashtra,11:00 AM to 09:30 PM, 4.7  (537) ,8929762047
Lower Parel,"Shop No 2, Sanghvi Building, Ganpar Rao Marg, Lower Parel, Near Dmart, Mumbai, Maharashtra, 400013",Maharashtra,11:00 AM to 09:30 PM, 4.8  (562) ,8929271737
Koregaon Park,"1 B, Gera Sterling North Main Road, Koregaon Park, Pune, Maharashtra, 411001",Maharashtra,11:00 AM to 09:30 PM, 4.9  (298) ,8929287708
Ring Road Phaltan,"Swranjan Complex, Shop No 1 & 2, Survey No 6484A, Plot No 36, Ring Road, Phaltan, Maharashtra, 415523",Maharashtra,11:00 AM to 09:00 PM, 4.9  (187) ,8929657687
Kalamboli,"Shop No 23, Ground Floor, Neelsiddhi Amarante Chs Ltd, Plot No 4, Sector 9E, Roadpalli, Kalamboli, Besides Manoj Medical, Navi Mumbai, Maharashtra, 410218",Maharashtra,11:00 AM to 09:00 PM, 4.8  (479) ,9319361975
Undri,"Shop No 1, S No 57/2/1A, Market Place, Vtp Urbban Nest, Hadapsar Bypass Road, Undri Chowk, Opposite Amit Colony Katraj, Pune, Maharashtra, 411060",Maharashtra,11:00 AM to 09:30 PM, 4.7  (808) ,9311773735
Panchanand Taloja,"Shop No 6, Panchnand Heights, Plot No 15-18, Sector 9, Opposite Shree Royal Chemist, Taloja, Raigad, Navi Mumbai, Maharashtra, 410208",Maharashtra,11:00 AM to 09:00 PM, 4.7  (141) ,7065053054
Atria Mall,"Shop No 42, Ground Floor, Atria Mall, Dr. Annie Bishant Road, Worli, Mumbai, Maharashtra, 400018",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1166) ,7303350351
Jaripatka Nagpur,"UGF, Shop No 30 & 31, Ginger Square Mall, Ginger Square, Jaripatka Main Road, Jaripatka, Nagpur, Maharashtra, 440014",Maharashtra,11:00 AM to 09:00 PM, 4.9  (920) ,9582306386
Dombivali,"Shop No 6, Kanchan Dhara Society, Raghuveer Nagar, Dombivali East, Opposite Godrej Showroom, Manpada Road, Mumbai, Maharashtra, 421201",Maharashtra,11:00 AM to 09:30 PM, 4.6  (784) ,7428891151
Vile Parle East,"Shop No 26, C Wing, Agrawal Market, Shyam Kamal Road, Vile Parle East, Near Big Bazaar, Mumbai, Maharashtra, 400057",Maharashtra,11:00 AM to 10:00 PM, 4.9  (2191) ,9319368027
Dharampeth,"Groud Floor, Gupta Bhawan, Plot No 193, West High Court Road, Dharampeth, Dharampeth, Opposite Union Bank Of India, Nagpur, Maharashtra, 440010",Maharashtra,11:00 AM to 09:00 PM, 4.9  (4111) ,8929273134
Sadar,"Shop No 3 & 4, Poonam Arcade, Residency Road, Sadar, Nagpur, Maharashtra, 440001",Maharashtra,10:30 AM to 09:30 PM, 4.9  (1947) ,8929301457
Mulund West,"Shop No 55, Ground Floor, Munshi Estate, Plot No 504, 505, Mg Road, Mulund West, Below Gokul Hospital, Mumbai, Maharashtra, 400080",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1398) ,7428890103
Manish Nagar,"Ground Floor, Plot No 96, Bhartiya Society, Besa Beltrodi Square, Manish Nagar, Nagpur, Maharashtra, 440015",Maharashtra,11:00 AM to 09:00 PM, 4.9  (1428) ,9999213925
Dhule,"Shop No 8, Ground Floor, Bafna House, Lane Number 4, Nearmadhavpura, Navnath Nagar, Dhule, Maharashtra, 424001",Maharashtra,11:00 AM to 09:00 PM, 4.7  (183) ,7065079414
Wagholi,"Shop No 1, Plot No, Khata No 661, The Orchard Complex, Wagholi, Wagholi, Pune, Maharashtra, 412207",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1259) ,8929271722
Sangli Road,"Shop No B03, Rs No 673/B/2, Balwant Plaza, Hatkanangle, Sangli Road, Ichalkaranji, Maharashtra, 416121",Maharashtra,11:00 AM to 09:30 PM, 4.8  (615) ,9311773751
Bhandup West,"Shop No 5, Ground Floor, Gaurai Arcade, Lbs Marg, Bhandup West, Near Domino'S Pizza, Mumbai, Maharashtra, 400078",Maharashtra,11:00 AM to 10:00 PM, 4.7  (716) ,7428891160
Nirala Bazar,"Shop No 43 & 44, Samarth Nagar, Nirala Bazar, Opposite M.P Law College, Aurangabad, Maharashtra, 431001",Maharashtra,11:00 AM to 09:30 PM, 4.8  (1355) ,8448440317
Tembhode Road,"Shop No 2 & 3, Neel Srushti Complex, Tembhode Road, Palghar West, Opposite Reliance Smart Superstore, Palghar, Maharashtra, 401404",Maharashtra,11:00 AM to 09:00 PM, 4.9  (709) ,7065045109
Pimple Saudagar,"Shop No 2, Dwarka Queen'S Park, Pimple Saudagar, Near Shivar Chowk, Pimple Saudagar, Near Shivar Chowk, Pune, Maharashtra, 411017",Maharashtra,11:00 AM to 09:30 PM, 4.7  (928) ,9873291433
Akashwani Chowk,"Shop No 3 & 4, Ahinsa Bhawan, Plot No 1, Ahinsa Nagar, Akashwani Chowk, Jalna Road, Beside Wellness Forever, Aurangabad, Maharashtra, 431001",Maharashtra,11:00 AM to 09:30 PM, 4.9  (1165) ,8929264486
GNP Arcadia,"Store No 15, Gnp Arcadia, Sudarshan Nagar, Sudarshan Nagar, Near Pendharkar College, Dombivli, Maharashtra, 421203",Maharashtra,11:00 AM to 09:30 PM, 4.8  (561) ,8929331361
Kalyan Khadakpada Circle,"Shop No 8, B Wing, Shree Swamiprasad Chs, Khadakpada Circle, Near Mcdonald'S, Kalyan, Maharashtra, 421301",Maharashtra,11:00 AM to 09:30 PM, 4.7  (727) ,7428891172
Kharghar,"Shop No 1, Parth CHS, Plot No 228, Sector 13, Kharghar, Near Shilpa Chowk, Navi Mumbai, Maharashtra, 410210",Maharashtra,11:00 AM to 09:30 PM, 4.6  (386) ,7428890127
Solapur,"Shop No 370, Main Road, South Kasba, Opposite Unique Hospital, Solapur, Maharashtra, 413007",Maharashtra,11:00 AM to 09:30 PM, 4.7  (736) ,7428890128
Bhandup West,"Shop No 4, Srishti Solitaire, Lal Bahadur Shastri Road, Sadan Wadi, Bhandup West, Mumbai, Maharashtra, 400078",Maharashtra,11:00 AM to 09:00 PM, 4.9  (274) ,9899412296
Baner,"CTS No 100, Shop No 1&2, Shinde Sarkar, Next to Shree Chatrapati Shivaji Maharaj Statue, Main Baner Road, Baner, Pune, Maharashtra, 411007",Maharashtra,11:00 AM to 09:30 PM, 4.2  (471) ,7428890130
Linking Road Bandra,"Shop No 5 & 6, Swarna Rekha, Linking Road, Bandra West, Linking Road, Near Khar Telephone Exchange, Mumbai, Maharashtra, 400052",Maharashtra,11:00 AM to 09:30 PM, 4.8  (2536) ,9582211424
Chikuwadi Borivali West,"Sumit Garden Grove Daigonally, Chikuwadi, Borivali West, Opposite Pheonix Hospital, Mumbai, Maharashtra, 400092",Maharashtra,11:00 AM to 10:00 PM, 4.8  (1741) ,8447893951
